Date,Open,High,Low,Close,Adj Close,Volume
2017-03-20,111.150002,111.440002,110.809998,111.150002,99.436653,3382100
2017-03-21,111.540001,112.309998,111.470001,111.769997,99.991310,5587700
2017-03-22,112.309998,112.379997,111.570000,112.019997,100.214966,3882200
2017-03-23,111.949997,112.330002,111.669998,111.779999,100.000267,3208400
2017-03-24,111.980003,112.250000,111.790001,112.120003,100.304428,3913200
2017-03-27,111.870003,112.290001,111.570000,111.830002,100.045006,3514600
2017-03-28,111.809998,112.760002,111.639999,112.449997,100.599648,3945400
2017-03-29,112.059998,112.540001,111.970001,112.430000,100.581757,2683700
2017-03-30,112.290001,112.550003,112.000000,112.180000,100.358093,2104900
2017-03-31,112.309998,112.470001,111.830002,111.860001,100.071823,3744400
2017-04-03,111.949997,112.360001,111.459999,111.860001,100.071823,3587100
2017-04-04,111.989998,112.220001,111.629997,112.080002,100.268639,2360700
2017-04-05,112.040001,112.589996,111.690002,111.940002,100.143394,2992000
2017-04-06,112.120003,112.279999,111.419998,111.580002,99.821350,2740600
2017-04-07,111.699997,111.959999,111.440002,111.610001,99.848167,2799600
2017-04-10,111.699997,112.150002,111.410004,112.019997,100.214966,2873200
2017-04-11,111.709999,112.080002,111.349998,111.730003,99.955536,3031500
2017-04-12,112.050003,113.769997,111.900002,113.610001,101.637398,6260300
2017-04-13,113.250000,113.379997,112.650002,112.680000,100.805412,3257300
2017-04-17,112.739998,113.320000,112.680000,113.320000,101.377968,2917700
2017-04-18,113.440002,114.610001,113.400002,114.279999,102.236794,4574200
2017-04-19,114.419998,114.489998,113.480003,113.620003,101.646362,3044700
2017-04-20,113.519997,113.970001,113.389999,113.589996,101.619514,2973000
2017-04-21,113.550003,113.800003,113.269997,113.430000,101.476402,3885300
2017-04-24,114.360001,114.480003,113.910004,114.320000,102.272575,3221500
2017-04-25,114.209999,114.570000,114.000000,114.160004,102.129463,3643600
2017-04-26,111.750000,113.760002,111.339996,113.330002,101.386909,5343900
2017-04-27,113.099998,113.440002,112.510002,112.639999,100.769646,4096200
2017-04-28,112.339996,113.430000,112.190002,113.279999,101.342178,4872000
2017-05-01,112.930000,113.110001,112.269997,112.279999,100.447563,4074300
2017-05-02,112.750000,112.889999,112.070000,112.290001,100.456520,3082400
2017-05-03,112.389999,112.709999,111.699997,111.790001,100.009209,3342600
2017-05-04,112.169998,113.000000,111.809998,112.959999,101.055893,3488800
2017-05-05,113.040001,113.279999,112.739998,113.220001,101.288498,3046100
2017-05-08,113.199997,113.430000,112.779999,113.220001,101.288498,3097200
2017-05-09,113.239998,113.410004,112.550003,112.720001,100.841202,2708200
2017-05-10,112.699997,112.870003,112.480003,112.839996,100.948540,2160100
2017-05-11,112.639999,113.089996,112.529999,113.040001,101.127480,2277200
2017-05-12,112.930000,113.300003,112.720001,112.910004,101.011169,2383500
2017-05-15,112.900002,114.000000,112.769997,113.940002,101.932625,3500300
2017-05-16,114.059998,114.660004,113.589996,113.790001,101.798447,2444300
2017-05-17,113.790001,114.290001,113.320000,113.739998,101.753708,2999300
2017-05-18,113.779999,114.279999,113.290001,114.029999,102.013145,3439500
2017-05-19,114.169998,114.500000,113.459999,113.690002,101.708961,5750100
2017-05-22,113.690002,115.000000,113.690002,114.699997,102.612526,3324000
2017-05-23,114.709999,115.440002,114.709999,115.050003,102.925644,3261300
2017-05-24,115.309998,116.330002,115.120003,116.059998,103.829224,2816000
2017-05-25,116.360001,117.680000,116.150002,117.529999,105.144310,3596200
2017-05-26,117.250000,118.000000,117.199997,117.910004,105.484261,3104800
2017-05-30,117.739998,118.120003,117.500000,118.010002,105.573723,3231600
2017-05-31,116.910004,117.940002,116.870003,116.870003,105.271965,5232900
2017-06-01,116.800003,117.260002,116.059998,117.230003,105.596237,4404900
2017-06-02,117.459999,117.699997,117.040001,117.669998,105.992577,3162900
2017-06-05,117.389999,117.970001,117.050003,117.879997,106.181717,2968800
2017-06-06,117.779999,117.940002,117.459999,117.699997,106.019600,2643200
2017-06-07,117.169998,117.570000,116.820000,117.050003,105.434105,3681100
2017-06-08,117.050003,117.080002,115.589996,115.889999,104.389221,3956700
2017-06-09,115.660004,116.129997,115.360001,115.940002,104.434265,3197700
2017-06-12,115.940002,116.620003,115.940002,116.230003,104.695488,3492100
2017-06-13,115.470001,116.589996,115.470001,116.320000,104.776543,2760000
2017-06-14,116.910004,118.059998,116.830002,117.370003,105.722351,3597200
2017-06-15,117.000000,117.480003,116.510002,117.209999,105.578217,3372700
2017-06-16,117.370003,117.400002,116.300003,116.860001,105.262962,5156200
2017-06-19,117.019997,117.290001,116.230003,117.290001,105.650276,2436600
2017-06-20,117.290001,118.139999,117.180000,117.949997,106.244781,3703500
2017-06-21,117.779999,118.239998,117.239998,117.419998,105.767380,3767100
2017-06-22,117.330002,117.410004,116.050003,116.150002,104.623421,3288100
2017-06-23,116.209999,117.370003,116.089996,116.959999,105.353035,3453400
2017-06-26,117.419998,117.830002,117.059998,117.120003,105.497147,2704000
2017-06-27,117.239998,117.379997,115.940002,115.940002,104.434265,2884300
2017-06-28,116.519997,116.870003,116.199997,116.379997,104.830589,3110600
2017-06-29,116.070000,116.199997,114.889999,115.180000,103.749680,3474400
2017-06-30,115.529999,116.110001,115.300003,115.489998,104.028900,3313300
2017-07-03,115.550003,116.000000,115.339996,115.440002,103.983871,2250800
2017-07-05,115.500000,115.550003,114.879997,115.300003,103.857773,4023100
2017-07-06,114.970001,115.419998,114.849998,115.129997,103.704643,4007000
2017-07-07,115.410004,115.660004,114.830002,115.510002,104.046936,3972500
2017-07-10,115.919998,116.000000,114.199997,114.269997,102.929985,5771200
2017-07-11,113.339996,113.980003,112.250000,113.739998,102.452583,6368500
2017-07-12,114.489998,114.980003,114.279999,114.769997,103.380348,3885200
2017-07-13,114.949997,115.040001,113.919998,114.019997,102.704796,3089400
2017-07-14,114.260002,115.120003,114.250000,114.930000,103.524498,2956400
2017-07-17,114.940002,115.160004,114.839996,114.930000,103.524498,2481300
2017-07-18,114.849998,115.150002,114.389999,115.010002,103.596558,2694800
2017-07-19,115.010002,115.349998,114.629997,115.339996,103.893791,2578200
2017-07-20,115.339996,116.059998,115.110001,115.510002,104.046936,3518100
2017-07-21,115.779999,116.669998,115.379997,116.629997,105.055786,3476400
2017-07-24,116.500000,116.669998,116.089996,116.129997,104.605400,3681300
2017-07-25,116.629997,116.779999,116.139999,116.449997,104.893646,3075100
2017-07-26,116.300003,117.419998,116.150002,117.190002,105.560204,3305600
2017-07-27,117.330002,118.059998,116.620003,117.339996,105.695305,2954800
2017-07-28,117.309998,117.470001,116.199997,116.610001,105.037766,3276300
2017-07-31,116.529999,116.860001,116.180000,116.610001,105.037766,3098600
2017-08-01,116.690002,116.779999,115.900002,115.919998,104.416245,2946100
2017-08-02,115.730003,115.980003,115.139999,115.610001,104.137009,2626400
2017-08-03,115.730003,116.660004,115.680000,116.300003,104.758545,2986200
2017-08-04,116.320000,116.489998,115.870003,116.370003,104.821594,2955200
2017-08-07,116.449997,117.220001,116.379997,116.959999,105.353035,2569600
2017-08-08,116.800003,116.949997,116.370003,116.709999,105.127846,2412600
2017-08-09,116.489998,116.699997,115.959999,116.629997,105.055786,2513800
2017-08-10,116.349998,116.839996,116.080002,116.379997,104.830589,2236000
2017-08-11,116.750000,117.250000,116.349998,116.510002,104.947693,2759700
2017-08-14,117.360001,118.180000,117.010002,117.839996,106.145714,3191700
2017-08-15,117.879997,119.150002,117.849998,118.970001,107.163559,2749800
2017-08-16,118.959999,119.360001,118.820000,119.099998,107.280655,2373900
2017-08-17,119.000000,119.389999,118.250000,118.389999,106.641129,3096900
2017-08-18,118.290001,118.430000,117.400002,117.599998,105.929497,3776500
2017-08-21,117.800003,118.459999,117.550003,118.260002,106.524025,2119500
2017-08-22,118.250000,118.699997,117.650002,117.919998,106.217766,2313700
2017-08-23,117.900002,118.120003,117.230003,117.290001,105.650276,2616300
2017-08-24,117.260002,117.300003,116.029999,116.220001,104.686470,4760000
2017-08-25,116.739998,116.900002,115.800003,115.849998,104.353188,3442500
2017-08-28,116.120003,116.290001,115.080002,115.540001,104.073967,2932700
2017-08-29,115.550003,116.099998,115.510002,115.839996,104.344177,2348700
2017-08-30,115.129997,115.419998,114.910004,115.150002,104.448486,2491800
2017-08-31,115.239998,115.839996,114.930000,115.730003,104.974579,4709500
2017-09-01,115.379997,116.089996,115.150002,115.839996,105.074364,2591900
2017-09-05,115.949997,116.059998,115.410004,115.870003,105.101578,2711400
2017-09-06,116.169998,116.470001,115.639999,116.349998,105.536972,2617500
2017-09-07,116.650002,117.290001,116.389999,116.989998,106.117500,2623800
2017-09-08,116.400002,116.480003,114.570000,115.040001,104.348717,4818300
2017-09-11,115.080002,115.889999,114.760002,115.690002,104.938309,3247900
2017-09-12,115.690002,115.949997,114.860001,115.000000,104.312431,2998500
2017-09-13,114.870003,115.169998,114.000000,114.449997,103.813538,5141500
2017-09-14,114.440002,114.550003,113.699997,114.190002,103.577721,3456900
2017-09-15,114.739998,114.980003,114.110001,114.849998,104.176369,5543000
2017-09-18,115.169998,115.230003,114.680000,114.989998,104.303352,2441200
2017-09-19,115.059998,115.120003,114.360001,114.489998,103.849831,2568300
2017-09-20,114.339996,114.650002,112.739998,113.580002,103.024414,4059800
2017-09-21,113.209999,113.820000,112.540001,112.800003,102.316902,3630900
2017-09-22,112.559998,112.870003,111.809998,111.849998,101.455177,3746300
2017-09-25,112.040001,112.139999,111.419998,111.940002,101.536812,3885000
2017-09-26,112.230003,112.300003,111.730003,111.809998,101.418884,2953800
2017-09-27,111.720001,111.879997,110.339996,111.099998,100.774879,4016200
2017-09-28,111.370003,112.730003,111.190002,111.639999,101.264702,11581100
2017-09-29,111.870003,112.029999,111.209999,111.430000,101.074203,5122300
2017-10-02,109.910004,110.519997,108.959999,109.120003,98.978882,8306400
2017-10-03,109.419998,109.650002,108.889999,109.129997,98.987953,6064400
2017-10-04,106.940002,110.160004,106.190002,109.339996,99.178459,9092400
2017-10-05,109.660004,110.989998,109.550003,110.449997,100.185272,5670400
2017-10-06,110.169998,110.669998,109.919998,110.400002,100.139931,3240300
2017-10-09,110.589996,110.930000,109.790001,110.010002,99.786179,1977800
2017-10-10,110.279999,110.860001,110.279999,110.779999,100.484619,3032300
2017-10-11,110.900002,111.809998,110.769997,111.510002,101.146774,4051100
2017-10-12,111.510002,112.510002,111.379997,112.449997,101.999413,3287200
2017-10-13,112.730003,112.980003,112.180000,112.620003,102.153610,3090500
2017-10-16,112.930000,113.629997,112.690002,113.570000,103.015320,2675900
2017-10-17,113.220001,113.559998,111.660004,112.190002,101.763588,3825200
2017-10-18,111.949997,112.440002,111.779999,111.949997,101.545883,2590500
2017-10-19,111.620003,112.790001,111.599998,112.669998,102.198975,2673700
2017-10-20,113.010002,113.019997,111.379997,111.610001,101.237495,3772300
2017-10-23,111.639999,112.449997,111.400002,111.690002,101.310051,2263200
2017-10-24,111.839996,111.870003,110.279999,110.750000,100.457420,3351100
2017-10-25,110.430000,110.529999,109.180000,110.070000,99.840607,3836900
2017-10-26,110.669998,111.239998,110.410004,110.730003,100.439262,2865000
2017-10-27,110.410004,110.849998,109.930000,110.599998,100.321342,3343200
2017-10-30,110.360001,110.370003,109.360001,109.650002,99.459641,2206100
2017-10-31,110.239998,110.769997,109.949997,110.230003,99.985725,4379400
2017-11-01,109.760002,110.680000,109.610001,110.129997,99.895020,2822400
2017-11-02,109.910004,110.180000,109.540001,110.050003,99.822464,2169800
2017-11-03,110.139999,110.650002,110.000000,110.220001,99.976669,1725700
2017-11-06,109.970001,110.000000,109.190002,109.260002,99.105888,3331800
2017-11-07,109.150002,110.580002,109.150002,110.470001,100.203438,3882000
2017-11-08,110.570000,112.040001,110.500000,112.000000,101.591232,3685300
2017-11-09,111.349998,112.440002,111.019997,111.480003,101.119553,2856900
2017-11-10,111.440002,112.980003,111.309998,112.750000,102.271545,3699500
2017-11-13,112.690002,114.190002,112.639999,114.040001,103.441643,3194500
2017-11-14,113.690002,116.190002,113.589996,115.760002,105.001816,4998900
2017-11-15,115.650002,115.930000,114.309998,115.099998,104.403145,3861500
2017-11-16,115.389999,115.839996,114.940002,115.230003,104.521057,3058100
2017-11-17,114.730003,115.139999,114.529999,114.680000,104.022171,2646400
2017-11-20,114.750000,115.849998,114.709999,114.910004,104.230812,3594300
2017-11-21,114.989998,116.330002,114.970001,116.050003,105.264847,3179300
2017-11-22,115.769997,116.000000,114.279999,115.080002,104.384987,3598500
2017-11-24,115.650002,116.300003,115.430000,115.900002,105.128799,1183000
2017-11-27,116.000000,116.400002,115.660004,115.849998,105.083443,2818900
2017-11-28,116.260002,116.830002,115.300003,116.769997,105.917938,3600400
2017-11-29,116.839996,117.379997,116.290001,116.839996,105.981415,3276300
2017-11-30,116.519997,117.209999,116.080002,116.519997,106.424408,5984000
2017-12-01,116.500000,116.849998,115.040001,116.779999,106.661896,4956600
2017-12-04,117.000000,118.199997,116.620003,117.459999,107.282959,4403000
2017-12-05,117.629997,117.940002,117.180000,117.589996,107.401703,3198600
2017-12-06,117.830002,118.910004,117.639999,118.900002,108.598183,3203500
2017-12-07,118.519997,118.639999,116.550003,116.730003,106.616203,5409500
2017-12-08,116.519997,116.599998,115.900002,116.570000,106.470093,3127500
2017-12-11,116.330002,117.440002,115.559998,117.389999,107.219032,2429400
2017-12-12,118.220001,118.370003,117.120003,117.400002,107.228165,2664600
2017-12-13,117.510002,118.209999,117.480003,117.800003,107.593513,3193900
2017-12-14,117.940002,118.599998,117.730003,118.019997,107.794441,4057800
2017-12-15,118.570000,119.360001,118.449997,119.220001,108.890472,7173500
2017-12-18,119.300003,119.739998,118.000000,118.050003,107.821854,3472700
2017-12-19,118.750000,119.389999,118.230003,118.610001,108.333321,3942500
2017-12-20,118.660004,119.120003,117.559998,119.019997,108.707802,4273400
2017-12-21,119.449997,119.570000,117.839996,118.260002,108.013649,2790000
2017-12-22,118.599998,118.750000,118.169998,118.599998,108.324188,2045600
2017-12-26,118.410004,119.239998,118.410004,118.889999,108.589073,2156300
2017-12-27,118.870003,119.400002,118.800003,119.300003,108.963554,2465100
2017-12-28,119.330002,119.529999,119.050003,119.349998,109.009224,1999300
2017-12-29,119.459999,120.570000,119.419998,119.919998,109.529808,3116400
2018-01-02,119.930000,120.180000,117.930000,118.059998,107.830971,4165800
2018-01-03,117.910004,118.470001,117.639999,117.750000,107.547829,4224000
2018-01-04,117.800003,119.110001,117.599998,118.330002,108.077583,3147000
2018-01-05,118.410004,119.089996,118.250000,118.669998,108.388123,2714200
2018-01-08,118.209999,118.739998,117.669998,117.989998,107.767036,5730400
2018-01-09,118.260002,118.980003,117.949997,118.080002,107.849251,4573600
2018-01-10,118.129997,118.360001,116.699997,117.480003,107.301239,3363900
2018-01-11,117.639999,117.849998,116.379997,116.879997,106.753227,3685200
2018-01-12,116.949997,118.010002,116.849998,117.379997,107.209885,4335500
2018-01-16,117.199997,118.349998,117.029999,117.860001,107.648308,4936500
2018-01-17,118.290001,120.169998,118.209999,119.180000,108.853943,4554600
2018-01-18,119.089996,119.620003,118.650002,119.050003,108.735207,6221800
2018-01-19,119.480003,120.680000,118.639999,120.169998,109.758148,6002600
2018-01-22,120.099998,121.849998,120.000000,121.510002,110.982079,4308600
2018-01-23,121.070000,122.510002,120.849998,121.300003,110.790268,3536900
2018-01-24,121.239998,121.480003,120.820000,121.139999,110.644127,3445200
2018-01-25,120.610001,121.449997,120.360001,120.900002,110.424904,2712900
2018-01-26,120.610001,121.839996,120.610001,121.760002,111.210396,3993900
2018-01-29,121.379997,122.160004,119.650002,119.669998,109.301483,3854700
2018-01-30,119.680000,121.199997,119.500000,119.889999,109.502419,4945200
2018-01-31,119.839996,120.750000,119.510002,120.300003,109.876907,4018100
2018-02-01,119.919998,121.010002,119.279999,120.300003,109.876907,3485600
2018-02-02,119.910004,120.279999,118.400002,118.669998,108.388123,3348900
2018-02-05,118.570000,119.660004,114.410004,114.459999,104.542900,5347600
2018-02-06,112.440002,113.949997,110.150002,113.559998,103.720879,6642600
2018-02-07,113.970001,115.769997,112.750000,113.500000,103.666061,4931400
2018-02-08,113.699997,113.720001,110.089996,110.150002,100.606308,4907900
2018-02-09,110.809998,111.989998,108.879997,111.180000,101.547089,5301700
2018-02-12,111.900002,112.750000,111.059998,111.930000,102.232101,4759200
2018-02-13,112.000000,112.669998,110.680000,112.139999,102.423920,5274700
2018-02-14,111.669998,111.900002,108.760002,109.110001,99.656425,7702700
2018-02-15,109.529999,111.040001,108.720001,110.970001,101.355286,5125200
2018-02-16,111.059998,111.699997,109.760002,111.059998,101.437469,5578500
2018-02-20,110.959999,110.980003,109.339996,109.480003,99.994377,3835500
2018-02-21,109.349998,109.839996,107.940002,108.000000,98.642609,4501900
2018-02-22,108.330002,109.970001,108.019997,109.260002,99.793442,5394700
2018-02-23,109.360001,110.050003,108.570000,109.680000,100.177048,4760400
2018-02-26,110.120003,111.169998,110.029999,110.940002,101.327866,5355400
2018-02-27,111.190002,112.080002,110.709999,110.889999,101.282204,6385800
2018-02-28,111.000000,111.650002,109.680000,109.730003,100.222717,4638900
2018-03-01,109.209999,109.879997,107.239998,108.120003,99.482025,6896300
2018-03-02,107.910004,109.320000,107.900002,109.040001,100.328529,4903600
2018-03-05,108.459999,109.599998,108.019997,109.430000,100.687370,3781700
2018-03-06,109.360001,109.620003,108.440002,109.580002,100.825401,3380800
2018-03-07,108.889999,110.059998,108.610001,109.839996,101.064606,4612600
2018-03-08,110.029999,112.129997,109.580002,112.080002,103.125641,5437700
2018-03-09,112.269997,112.570000,111.639999,112.540001,103.548920,3680600
2018-03-12,112.500000,113.089996,112.080002,112.750000,103.742126,4509600
2018-03-13,113.269997,113.900002,112.720001,113.599998,104.524216,4590000
2018-03-14,113.570000,113.769997,112.230003,112.610001,103.613304,4055700
2018-03-15,112.400002,113.250000,111.660004,111.989998,103.042839,3906800
2018-03-16,112.330002,113.199997,111.580002,111.639999,102.720810,7730800
2018-03-19,111.650002,111.989998,110.050003,110.360001,101.543053,4216700
2018-03-20,110.750000,111.300003,109.830002,109.900002,101.119820,3319000
2018-03-21,109.889999,110.080002,108.529999,108.739998,100.052490,3867600
2018-03-22,108.449997,109.669998,107.800003,107.940002,99.316406,4325500
2018-03-23,108.089996,108.739998,105.940002,106.150002,97.669411,4873300
2018-03-26,106.680000,107.470001,106.089996,106.809998,98.276688,4119400
2018-03-27,107.230003,108.540001,106.510002,107.639999,99.040390,5036300
2018-03-28,108.139999,110.110001,108.000000,109.180000,100.457352,6413000
2018-03-29,110.120003,110.660004,108.970001,109.150002,100.429741,3829500
2018-04-02,108.620003,109.220001,106.440002,107.050003,98.497505,4325500
2018-04-03,107.389999,108.529999,106.589996,108.190002,99.546440,4699000
2018-04-04,107.779999,110.730003,107.239998,110.180000,101.377441,4694200
2018-04-05,110.430000,111.180000,109.750000,110.570000,101.736275,3275700
2018-04-06,110.059998,110.980003,108.769997,109.300003,100.567757,3579100
2018-04-09,109.540001,110.449997,108.779999,109.379997,100.641365,2620000
2018-04-10,109.739998,110.199997,108.919998,109.400002,100.659767,2817000
2018-04-11,108.570000,109.470001,108.419998,108.680000,99.997292,4000200
2018-04-12,108.959999,109.510002,108.269997,108.309998,99.656845,2691700
2018-04-13,108.849998,109.459999,108.519997,109.260002,100.530945,2828300
2018-04-16,109.750000,110.639999,109.519997,109.919998,101.138222,2769800
2018-04-17,108.690002,109.080002,107.980003,108.870003,100.172104,5022000
2018-04-18,108.970001,109.360001,106.459999,106.980003,98.433098,6525500
2018-04-19,106.709999,106.940002,105.080002,105.570000,97.135750,6320200
2018-04-20,105.449997,105.599998,102.269997,102.480003,94.292633,8650000
2018-04-23,102.550003,102.800003,101.839996,102.580002,94.384628,6670600
2018-04-24,102.620003,102.849998,100.970001,101.440002,93.335709,5695500
2018-04-25,101.209999,102.360001,100.849998,101.150002,93.068871,4828300
2018-04-26,102.250000,104.080002,101.150002,103.260002,95.010307,5978800
2018-04-27,102.220001,102.989998,101.650002,101.709999,93.584129,4765900
2018-04-30,101.849998,102.389999,100.580002,100.940002,92.875656,5479900
2018-05-01,100.360001,100.930000,98.570000,99.129997,91.210266,4543900
2018-05-02,99.160004,99.360001,97.029999,97.230003,89.462059,5927700
2018-05-03,97.480003,98.089996,96.699997,97.599998,89.802505,6668200
2018-05-04,97.550003,99.769997,97.500000,98.989998,91.081436,5937000
2018-05-07,98.980003,99.309998,98.070000,98.230003,90.382172,3475400
2018-05-08,97.910004,97.989998,96.430000,96.790001,89.057205,5333700
2018-05-09,97.190002,97.519997,95.940002,96.160004,88.477554,6201500
2018-05-10,96.430000,97.739998,96.400002,97.269997,89.498856,3100600
2018-05-11,97.580002,98.260002,96.879997,97.430000,89.646072,3507300
2018-05-14,97.690002,97.730003,96.730003,97.150002,89.388458,4307900
2018-05-15,96.610001,97.239998,96.360001,96.800003,89.066406,6555700
2018-05-16,96.639999,97.550003,96.550003,97.190002,89.425255,5544700
2018-05-17,97.550003,97.989998,97.150002,97.919998,90.096931,6531100
2018-05-18,98.309998,98.449997,97.320000,97.510002,89.719688,6894000
2018-05-21,98.220001,99.980003,98.059998,99.510002,91.559898,6678100
2018-05-22,99.779999,100.459999,99.430000,99.930000,91.946342,6807600
2018-05-23,99.930000,100.599998,99.610001,100.449997,92.424805,6249900
2018-05-24,100.309998,100.580002,99.760002,100.180000,92.176376,4696700
2018-05-25,100.180000,101.110001,99.900002,100.309998,92.295990,5324300
2018-05-29,100.000000,101.290001,100.000000,101.099998,93.022881,8302600
2018-05-30,101.660004,102.239998,101.089996,101.830002,93.694550,6256600
2018-05-31,101.150002,101.300003,99.660004,100.250000,93.089127,8270100
2018-06-01,100.540001,100.930000,99.650002,100.250000,93.089127,4414200
2018-06-04,100.769997,101.089996,100.029999,100.120003,92.968422,3932000
2018-06-05,100.459999,100.959999,99.879997,100.209999,93.051987,4851900
2018-06-06,100.400002,100.860001,99.820000,100.830002,93.627701,3946700
2018-06-07,100.510002,101.510002,100.330002,101.160004,93.934120,5052900
2018-06-08,101.180000,102.610001,101.180000,102.489998,95.169121,4795500
2018-06-11,102.610001,103.410004,102.269997,103.209999,95.837692,3984500
2018-06-12,103.230003,104.550003,102.820000,104.480003,97.016983,5075900
2018-06-13,104.160004,105.599998,104.160004,105.269997,97.750542,7553500
2018-06-14,105.260002,105.360001,104.430000,105.129997,97.620537,4812600
2018-06-15,105.099998,107.750000,104.820000,107.610001,99.923393,10573000
2018-06-18,107.010002,107.209999,104.830002,105.379997,97.852684,5964400
2018-06-19,105.489998,106.680000,105.220001,105.959999,98.391258,5504400
2018-06-20,105.730003,106.110001,105.360001,105.809998,98.251968,4601400
2018-06-21,106.570000,107.430000,106.300003,107.239998,99.579842,6550700
2018-06-22,107.239998,108.669998,107.139999,108.370003,100.629112,5709400
2018-06-25,107.709999,109.589996,107.709999,108.989998,101.204826,5183000
2018-06-26,109.050003,109.169998,107.470001,108.050003,100.331970,5034100
2018-06-27,108.370003,108.959999,107.620003,108.269997,100.536247,6229200
2018-06-28,108.419998,109.300003,108.300003,108.680000,100.916977,4297400
2018-06-29,108.720001,109.500000,107.800003,108.870003,101.093399,4721400
2018-07-02,108.699997,110.000000,108.309998,109.529999,101.706253,4711900
2018-07-03,108.580002,109.570000,108.059998,108.800003,101.028404,3769100
2018-07-05,108.910004,109.620003,108.000000,109.550003,101.724823,4870400
2018-07-06,109.489998,110.019997,108.970001,109.559998,101.734108,4387300
2018-07-09,109.129997,109.300003,107.519997,107.760002,100.062691,7866400
2018-07-10,110.620003,113.000000,109.680000,112.889999,104.826256,16107200
2018-07-11,112.639999,112.940002,112.099998,112.540001,104.501251,5521400
2018-07-12,112.540001,112.709999,110.970001,111.529999,103.563400,5500100
2018-07-13,111.680000,112.790001,111.620003,112.690002,104.640526,4417100
2018-07-16,112.559998,113.120003,111.750000,112.959999,104.891258,5413600
2018-07-17,113.470001,115.029999,113.470001,114.879997,106.674103,6783800
2018-07-18,114.919998,115.000000,113.889999,114.830002,106.627670,5379000
2018-07-19,114.769997,116.589996,114.750000,115.769997,107.500511,9241300
2018-07-20,115.750000,116.790001,115.220001,116.010002,107.723381,27559700
2018-07-23,115.519997,115.980003,113.580002,114.389999,106.219101,7769300
2018-07-24,114.139999,114.919998,113.849998,114.739998,106.544106,5095100
2018-07-25,114.940002,115.669998,114.500000,115.209999,106.980530,4762300
2018-07-26,116.139999,116.900002,114.879997,115.000000,106.785538,5096300
