1576713600.0,324.380005,327.959991,324.260010,327.630005,327.630005,2561400
1576800000.0,328.369995,330.000000,325.619995,327.609985,327.609985,4233000
1577059200.0,328.829987,329.880005,327.260010,328.950012,328.950012,2210600
1577145600.0,329.000000,331.540009,328.679993,329.640015,329.640015,1066400
1577318400.0,329.630005,331.279999,329.630005,331.200012,331.200012,1055100
1577404800.0,332.880005,332.880005,329.769989,330.790009,330.790009,1229800
1577664000.0,330.350006,330.470001,325.170013,328.339996,328.339996,1896700
1577750400.0,326.250000,329.940002,326.250000,329.809998,329.809998,1592300
1577923200.0,330.000000,334.480011,329.170013,334.429993,334.429993,1990100
1578009600.0,329.170013,332.980011,328.690002,331.809998,331.809998,1577600
1578268800.0,328.290009,333.910004,328.190002,333.709991,333.709991,1874700
1578355200.0,334.149994,334.790009,332.309998,333.390015,333.390015,2500800
1578441600.0,333.809998,339.230011,333.399994,337.869995,337.869995,2248500
1578528000.0,340.140015,341.809998,338.190002,340.450012,340.450012,1626300
1578614400.0,342.049988,343.359985,339.619995,339.809998,339.809998,1480400
1578873600.0,341.540009,345.730011,341.220001,345.630005,345.630005,2069200
1578960000.0,347.010010,347.269989,343.149994,344.630005,344.630005,2274400
1579046400.0,346.420013,347.500000,342.459991,342.940002,342.940002,2213300
1579132800.0,345.980011,345.989990,342.760010,345.380005,345.380005,2439600
1579219200.0,349.000000,349.950012,346.380005,349.739990,349.739990,2536100
1579564800.0,346.369995,352.369995,345.619995,350.000000,350.000000,2121200
1579651200.0,352.600006,354.279999,349.959991,350.059998,350.059998,1600300
1579737600.0,351.019989,352.160004,347.850006,351.760010,351.760010,2084400
1579824000.0,354.100006,355.690002,349.200012,351.369995,351.369995,1640200
1580083200.0,341.040009,349.899994,340.399994,346.899994,346.899994,2652000
1580169600.0,349.000000,355.660004,347.119995,354.630005,354.630005,2270800
1580256000.0,356.700012,356.700012,351.359985,351.660004,351.660004,1521300
1580342400.0,349.690002,356.820007,349.690002,356.739990,356.739990,1834900
1580428800.0,355.839996,355.839996,348.299988,351.140015,351.140015,3692900
1580688000.0,353.410004,358.670013,352.290009,358.000000,358.000000,2693800
1580774400.0,363.429993,367.440002,360.450012,366.739990,366.739990,3053000
1580860800.0,373.989990,374.480011,362.309998,365.549988,365.549988,2463400
1580947200.0,366.160004,368.250000,363.010010,367.459991,367.459991,2224500
1581033600.0,366.000000,369.339996,364.380005,366.089996,366.089996,2092700
1581292800.0,365.440002,370.809998,365.220001,370.000000,370.000000,2426800
1581379200.0,373.029999,373.700012,367.250000,369.279999,369.279999,2004700
1581465600.0,370.640015,374.429993,367.149994,374.290009,374.290009,2355600
1581552000.0,372.559998,377.709991,372.390015,374.839996,374.839996,1917100
1581638400.0,376.279999,379.829987,375.850006,379.670013,379.670013,1690300
1581984000.0,380.200012,382.589996,378.589996,378.850006,378.850006,2074400
1582070400.0,383.829987,385.000000,381.480011,383.279999,383.279999,2580400
1582156800.0,384.000000,386.750000,373.480011,378.959991,378.959991,3789300
1582243200.0,378.019989,378.339996,368.750000,372.950012,372.950012,2742800
