1576713600.0,324.500000,332.829987,324.179993,332.220001,332.220001,9822300
1576800000.0,335.000000,338.000000,330.600006,336.899994,336.899994,9914900
1577059200.0,337.760010,337.950012,331.019989,333.100006,333.100006,5765300
1577145600.0,334.010010,335.700012,331.600006,333.200012,333.200012,2019300
1577318400.0,334.600006,336.459991,332.010010,332.630005,332.630005,3589900
1577404800.0,332.959991,333.820007,326.010010,329.089996,329.089996,5036100
1577664000.0,329.079987,329.190002,322.859985,323.309998,323.309998,4311500
1577750400.0,322.000000,324.920013,321.089996,323.570007,323.570007,3713300
1577923200.0,326.100006,329.980011,324.779999,329.809998,329.809998,4485800
1578009600.0,326.779999,329.859985,325.529999,325.899994,325.899994,3806900
1578268800.0,323.119995,336.359985,321.200012,335.829987,335.829987,5663100
1578355200.0,336.470001,336.700012,330.299988,330.750000,330.750000,4703200
1578441600.0,331.489990,342.700012,331.049988,339.260010,339.260010,7104500
1578528000.0,342.000000,343.420013,334.609985,335.660004,335.660004,4709300
1578614400.0,337.130005,338.500000,327.269989,329.049988,329.049988,4718300
1578873600.0,331.799988,340.850006,331.510010,338.920013,338.920013,6290000
1578960000.0,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
1579046400.0,338.679993,343.170013,336.600006,339.070007,339.070007,5158000
1579132800.0,343.500000,343.559998,335.850006,338.619995,338.619995,5016000
1579219200.0,341.000000,341.570007,337.380005,339.670013,339.670013,6066500
1579564800.0,340.000000,341.000000,332.589996,338.109985,338.109985,14350300
1579651200.0,332.549988,336.299988,323.600006,326.000000,326.000000,21730000
1579737600.0,326.040009,349.880005,325.010010,349.600006,349.600006,18200300
1579824000.0,348.459991,359.850006,345.880005,353.160004,353.160004,17939700
1580083200.0,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
1580169600.0,345.880005,352.399994,342.779999,348.519989,348.519989,6821600
1580256000.0,349.000000,349.399994,338.549988,343.160004,343.160004,7643500
1580342400.0,341.100006,348.200012,339.250000,347.739990,347.739990,5328100
1580428800.0,347.390015,347.390015,340.980011,345.089996,345.089996,5230000
1580688000.0,347.239990,359.630005,346.279999,358.000000,358.000000,6674900
1580774400.0,361.000000,369.570007,356.100006,369.010010,369.010010,7161500
1580860800.0,375.130005,375.250000,362.299988,369.670013,369.670013,6437000
1580947200.0,369.600006,371.549988,362.510010,366.950012,366.950012,3920400
1581033600.0,365.040009,371.799988,363.570007,366.769989,366.769989,4385200
1581292800.0,365.000000,374.799988,362.519989,371.070007,371.070007,5294100
1581379200.0,373.750000,378.109985,369.720001,373.690002,373.690002,4772900
